Track Name,artists,popularity,release_year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Ride,Twenty One Pilots,83,2015,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,214507,4,6
This Is Why,Paramore,67,2023,False,0.728,0.76,11,-6.884,0,0.0396,0.00433,0.00585,0.13,0.674,123.045,206701,4,5
Sunroof,Nicky Youre,17,2021,False,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4,1
Heart Attack,Demi Lovato,82,2013,False,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4,0
"yes, and?",Ariana Grande,88,2024,True,0.788,0.758,1,-6.513,1,0.0505,0.198,8.5e-05,0.104,0.823,119.008,214994,4,0
Wake Me Up,Avicii,4,2013,False,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693,4,0
I Like You (A Happier Song) (with Doja Cat),Post Malone,82,2022,True,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4,2
(You Drive Me) Crazy,Britney Spears,69,1999,False,0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067,4,0
Last Night,Morgan Wallen,83,2023,True,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,163855,4,6
I Believe,Jonas Brothers,62,2019,False,0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,217533,4,0
That's My Girl,Fifth Harmony,74,2016,False,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,4,0
Lose Control,Teddy Swims,94,2023,False,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210689,3,5
Hey Brother,Avicii,0,2013,False,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093,4,0
28 (with Dean Lewis),Ruth B.,72,2023,False,0.464,0.331,0,-6.336,1,0.0294,0.794,0.0,0.11,0.513,77.307,208293,4,5
Believe,Mumford & Sons,0,2015,False,0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867,4,1
Toxic,Britney Spears,86,2003,False,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,0
People,Libianca,82,2022,False,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791,5,2
Where Is The Love?,Black Eyed Peas,0,2003,False,0.836,0.699,5,-3.235,1,0.179,0.114,0.0,0.13,0.818,94.092,273813,4,0
Radio,Lana Del Rey,81,2012,True,0.423,0.857,2,-5.173,1,0.0687,0.188,2.63e-05,0.105,0.196,75.024,214574,4,5
FLORIDA,Arizona Zervas,58,2024,True,0.71,0.711,11,-4.083,1,0.0393,0.152,0.0,0.0735,0.944,149.144,145687,4,6
Fix You,Coldplay,85,2005,False,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,5
Set Fire to the Rain,Adele,0,2011,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,242974,4,0
Teenage Dream,Katy Perry,76,2010,False,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4,0
Since U Been Gone,Kelly Clarkson,77,2004,False,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4,0
ROOM IS ON FIRE (feat. AG Club),Whethan,57,2024,False,0.907,0.66,0,-5.699,1,0.261,0.0322,0.0165,0.0801,0.747,122.055,189728,4,5
Moonlight,Kali Uchis,81,2023,False,0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,187558,4,6
Womanizer,Britney Spears,79,2008,False,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4,0
Snow (Hey Oh),Red Hot Chili Peppers,80,2006,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4,6
Heartbeat,Earthquake Lights,50,2024,False,0.561,0.289,5,-10.921,0,0.0292,0.349,0.38,0.113,0.286,117.04,299280,3,2
This Love (Taylor’s Version),Taylor Swift,73,2023,False,0.474,0.511,1,-8.766,0,0.0339,0.299,0.0,0.0673,0.0586,144.022,250100,4,5
Baby Blue,VØJ,50,2024,False,0.624,0.911,7,-8.671,1,0.0331,0.0069,0.012,0.393,0.58,130.0,208615,4,6
Only Girl (In The World),Rihanna,74,2010,False,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493,4,0
TOO MUCH,The Kid LAROI,72,2023,True,0.758,0.703,10,-5.979,0,0.172,0.252,0.0,0.146,0.465,94.985,203939,4,2
Hollaback Girl,Gwen Stefani,73,2004,True,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,4,2
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,88,2023,False,0.596,0.658,0,-7.346,1,0.036,0.0504,0.0,0.127,0.176,100.012,229478,4,5
Mo Money (feat. Jadakiss),Justina Valentine,38,2023,False,0.501,0.746,8,-6.849,1,0.314,0.115,0.0,0.691,0.226,174.729,186514,4,2
22,Taylor Swift,0,2012,False,0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,232120,4,5
This Is What You Came For,Calvin Harris,86,2016,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4,0
I Kissed A Girl,Katy Perry,31,2008,False,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,0
Sympathy,Stephanie Laurence,39,2024,False,0.797,0.551,7,-7.962,0,0.0438,0.0913,4.54e-05,0.182,0.345,100.034,169252,4,0
London Bridge,Fergie,52,2006,True,0.751,0.648,1,-5.394,1,0.241,0.159,0.0,0.0508,0.678,90.987,208093,4,2
Igual Que Un Ángel (with Peso Pluma),Kali Uchis,88,2024,False,0.685,0.61,5,-5.36,0,0.0343,0.00348,0.00054,0.183,0.464,107.999,260371,4,6
Cool for the Summer,Demi Lovato,61,2015,True,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4,0
One Dance,Drake,0,2016,False,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4,2
Everybody Falls (5yr),DAP The Contract,37,2024,False,0.61,0.751,10,-9.119,1,0.0472,0.253,6.17e-06,0.148,0.425,155.981,227692,4,1
Issues,Julia Michaels,0,2017,False,0.683,0.427,8,-6.827,1,0.0777,0.368,0.0,0.0604,0.426,113.634,176347,4,0
A Thousand Miles,Vanessa Carlton,0,2002,False,0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.915,237493,4,1
Run the World (Girls),Beyoncé,73,2011,False,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,236093,4,0
Candy Store,Queen Nu,44,2023,True,0.722,0.644,10,-9.504,0,0.159,0.00171,0.000343,0.266,0.466,178.069,151098,4,2
Still into You,Paramore,80,2013,False,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,6
Selfish,Justin Timberlake,81,2024,False,0.69,0.543,1,-6.752,1,0.0364,0.0723,0.0291,0.0873,0.376,88.004,229332,4,5
Cold Water (feat. Justin Bieber & MØ),Major Lazer,0,2016,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185352,4,0
Hey Ya!,Outkast,62,2003,False,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,239240,4,6
Me and You,Mike G,41,2024,False,0.668,0.736,6,-3.753,0,0.0462,0.0622,0.0,0.303,0.372,132.802,181353,4,0
Dance The Night - From Barbie The Album,Dua Lipa,88,2023,False,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4,0
Starships,Nicki Minaj,80,2012,True,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,2
Dancing in the Moonlight,Toploader,66,2009,False,0.639,0.845,0,-3.333,0,0.0372,0.0528,0.0,0.336,0.871,119.48,233373,4,6
The Scale,Flight,41,2022,True,0.514,0.839,1,-5.243,0,0.278,0.0614,0.0,0.412,0.592,102.076,152941,4,2
Take Me To Church,Hozier,0,2014,False,0.561,0.667,4,-5.191,0,0.0508,0.586,0.0,0.116,0.385,128.962,241688,4,5
Club Can't Handle Me (feat. David Guetta),Flo Rida,80,2010,False,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,234560,4,0
Ice Cream Paint Job 2,Six 3,39,2024,False,0.916,0.342,7,-7.508,1,0.617,0.158,0.0,0.13,0.408,94.959,145279,4,2
Feel It Still,Portugal. The Man,81,2017,False,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,5
Every Night,DVRST,57,2024,False,0.769,0.783,9,-5.968,0,0.176,0.0338,0.0941,0.105,0.425,118.989,147227,4,0
Girl on Fire,Alicia Keys,80,2012,False,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4,2
Marry The Night,Lady Gaga,53,2011,False,0.614,0.879,0,-4.422,1,0.056,0.00104,0.00438,0.41,0.407,131.092,264520,4,0
Bad For Me,Allocai,47,2022,True,0.498,0.821,5,-6.394,0,0.0418,0.00204,5.06e-05,0.169,0.407,154.945,188903,4,4
Something Just Like This,The Chainsmokers,88,2017,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,0
Summer,Calvin Harris,86,2014,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,0
Crazy (Trap Mix),ALYA,43,2024,False,0.785,0.514,9,-8.845,0,0.0897,0.0542,0.0831,0.328,0.552,125.992,249455,4,2
Treasure,Bruno Mars,81,2012,True,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,4,0
The Greatest (feat. Kendrick Lamar),Sia,69,2016,False,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227,4,0
Party Rock Anthem,LMFAO,71,2011,False,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,129.993,262173,4,0
TiK ToK,Kesha,0,2010,False,0.755,0.832,2,-2.741,0,0.116,0.0746,1.27e-06,0.291,0.735,120.032,199693,4,0
Stars - Kota the Friend Remix,Bvtter,51,2024,True,0.722,0.413,1,-6.096,1,0.038,0.459,1.08e-06,0.183,0.0614,126.948,130806,4,2
One Of Your Girls,Troye Sivan,81,2023,False,0.629,0.654,11,-7.852,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,181482,4,5
Live While We're Young,One Direction,0,2012,False,0.66,0.839,2,-2.058,1,0.0546,0.0594,0.0,0.106,0.945,126.001,198947,4,5
So Sick,Ne-Yo,0,2006,False,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4,2
Cruel Summer,Taylor Swift,97,2019,False,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,5
Back Around (5yr),DAP The Contract,37,2024,True,0.529,0.73,9,-8.075,1,0.222,0.672,0.0,0.11,0.16,83.725,284286,4,2
Party In The U.S.A.,Miley Cyrus,83,2009,False,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,0
Paint The Town Red,Doja Cat,82,2023,True,0.864,0.556,2,-7.683,0,0.194,0.255,3.85e-06,0.112,0.726,99.974,230480,4,0
Heartbreak In Heaven,Gabi Sklar,48,2024,False,0.381,0.305,9,-9.611,1,0.0436,0.311,0.0,0.0968,0.43,175.378,141369,3,6
I Knew You Were Trouble.,Taylor Swift,80,2012,False,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4,5
Run It!,Chris Brown,0,2005,False,0.85,0.482,1,-6.684,0,0.102,0.0246,0.0,0.387,0.217,100.957,229867,4,0
Crazy In Love (feat. Jay-Z),Beyoncé,81,2003,False,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4,5
Lady Shady,Justina Valentine,43,2023,True,0.797,0.651,4,-6.492,0,0.396,0.485,0.0,0.27,0.69,94.086,185226,4,2
Raise Your Glass,P!nk,0,2010,True,0.7,0.695,7,-4.973,1,0.0897,0.00629,0.0,0.0319,0.633,122.028,203333,4,2
Umbrella,Rihanna,41,2008,False,0.585,0.836,1,-4.572,1,0.134,0.00991,0.0,0.0448,0.579,173.934,275987,4,6
Hard Times,Paramore,74,2017,False,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,4,5
Big Girls Don't Cry (Personal),Fergie,0,2010,False,0.705,0.494,7,-8.83,1,0.0398,0.233,0.0,0.0825,0.287,113.085,268533,4,2
January,Earthquake Lights,50,2024,False,0.359,0.29,2,-10.914,1,0.0302,0.0947,0.453,0.149,0.275,123.968,254663,4,3
Apologize,OneRepublic,70,2007,False,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107,4,3
Love The Way You Lie,Eminem,86,2010,True,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4,2
Running Out Of Time,Paramore,64,2023,False,0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,192441,4,5
Bodee,Isla-Maria,40,2024,False,0.357,0.295,4,-12.793,1,0.0299,0.322,0.0,0.0954,0.254,134.974,185132,4,6
One Way or Another (Teenage Kicks),One Direction,65,2013,False,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4,5
WHERE SHE GOES,Bad Bunny,80,2023,True,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,231704,4,0
Yourz,Abrina,37,2024,True,0.474,0.533,2,-6.258,0,0.05,0.608,0.000169,0.148,0.245,82.725,187952,4,2
On Fire,metr,41,2020,False,0.653,0.821,2,-8.318,0,0.0431,0.0265,0.00589,0.236,0.14,128.109,159287,4,0
Players,Coi Leray,75,2022,True,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560,4,2
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,75,2013,False,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,369627,4,5
Slow Down,Selena Gomez,65,2013,False,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,127.944,210293,4,0
Do Or Die,Justina Valentine,36,2024,True,0.66,0.762,7,-6.738,0,0.113,0.457,0.0,0.127,0.817,88.008,156000,4,2
Sexy And I Know It,LMFAO,42,2011,False,0.71,0.851,7,-4.241,1,0.318,0.112,0.0,0.199,0.822,130.014,199493,4,2
Marry You,Bruno Mars,76,2010,False,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4,0
Royals,Lorde,0,2013,False,0.636,0.436,7,-9.524,1,0.139,0.112,0.0,0.135,0.331,84.804,190185,4,2
I'm a boy,Allocai,51,2023,False,0.651,0.805,0,-6.479,1,0.026,0.0409,3.29e-05,0.285,0.301,130.048,190846,4,0
Smile,Lily Allen,73,2006,True,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506,196893,4,6
Don't Cha,The Pussycat Dolls,31,2005,False,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.003,272080,4,0
Complicated,Avril Lavigne,0,2002,False,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,6
Radioactive,Imagine Dragons,67,2012,False,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813,4,6
Talky Talky,DJ Paul,44,2024,True,0.817,0.691,0,-7.435,1,0.104,0.0283,0.012,0.105,0.374,75.987,180028,4,0
Super Shy,NewJeans,85,2023,False,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4,0
Pump It,Black Eyed Peas,71,2005,True,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,213067,4,0
Stressed Out,Twenty One Pilots,86,2015,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,6
Misery Business,Paramore,77,2007,False,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4,6
I'm Classy,Daya Shanelle,37,2022,False,0.863,0.634,2,-9.498,0,0.137,0.503,0.92,0.0911,0.9,117.986,137797,4,0
Strong Enough (feat. Bailey Zimmerman),Jonas Brothers,70,2023,False,0.754,0.816,3,-5.189,1,0.0584,0.208,0.0,0.0491,0.653,126.082,149284,4,0
Single Ladies (Put a Ring on It),Beyoncé,63,2008,False,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4,0
You're Beautiful,James Blunt,77,2005,True,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,4,6
No Tap,Will Roush,40,2024,True,0.932,0.511,10,-4.818,1,0.0806,0.0327,0.000244,0.164,0.497,95.011,154173,4,2
Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,80,2023,True,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,109750,4,2
Can't Feel My Face,The Weeknd,84,2015,False,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4,5
BIG GIRL BANGER,Robbie Tripp,45,2023,True,0.962,0.783,10,-2.764,0,0.188,0.115,0.0,0.0665,0.882,104.988,185143,4,2
SOS,Rihanna,0,2006,False,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4,2
Lil Boo Thang,Paul Russell,85,2023,False,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,114234,4,2
She Will Be Loved,Maroon 5,0,2002,False,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867,257133,4,5
Fancy,Iggy Azalea,69,2014,True,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4,0
Take Us Home,Giordana Angi,41,2024,False,0.767,0.67,5,-4.651,1,0.0468,0.00959,1.72e-06,0.066,0.76,115.004,186783,4,2
Heathens,Twenty One Pilots,83,2016,False,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,4,6
Maps,Maroon 5,59,2015,False,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4,5
Cool Kids,Echosmith,74,2013,False,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,5
Telephone,Lady Gaga,58,2009,False,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,4,0
Race,Blaine,38,2024,True,0.623,0.459,4,-9.567,0,0.287,0.146,2.27e-06,0.231,0.597,119.921,90000,4,2
Applause,Lady Gaga,0,2013,False,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4,0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,80,2015,False,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3,2
Flames,David Guetta,66,2018,False,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,4,0
PAID,Slim Guerilla,36,2024,True,0.675,0.725,0,-3.116,0,0.127,0.0211,0.00106,0.0969,0.329,132.068,134773,4,0
Part Of Me,Katy Perry,76,2012,False,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4,0
Unfaithful,Rihanna,0,2006,False,0.588,0.391,0,-8.596,0,0.0334,0.839,0.0,0.195,0.349,144.053,224630,4,1
Price Tag,Jessie J,64,2011,False,0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053,4,2
fill me up,eli.,39,2024,False,0.701,0.439,0,-10.717,1,0.0375,0.011,0.0,0.132,0.404,155.015,174968,4,2
Blurred Lines,Robin Thicke,57,2013,False,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,263053,4,2
Nobody Gets Me,SZA,86,2022,True,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,180853,3,2
Arcade Motion,Ku$h Drifter,38,2024,True,0.225,0.703,7,-6.312,0,0.0373,0.571,0.963,0.0981,0.0379,95.037,247599,4,4
Somewhere Only We Know,Keane,0,2009,False,0.445,0.59,9,-6.747,1,0.0258,0.0575,1.08e-05,0.0832,0.334,172.016,237547,4,3
Beautiful,Christina Aguilera,0,2006,False,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560,4,2
SELF ESTEEM,A!MS,42,2023,False,0.908,0.619,1,-6.693,1,0.301,0.0676,0.0,0.0905,0.73,124.088,122258,4,2
Pompeii,Bastille,76,2013,False,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4,6
Galway Girl,Ed Sheeran,80,2017,False,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4,5
Silhouette,Earthquake Lights,42,2023,False,0.459,0.202,0,-9.904,1,0.0292,0.339,0.00676,0.13,0.245,137.004,252015,5,2
Domino,Jessie J,70,2011,False,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,126.977,231693,4,2
Are You That Somebody?,Aaliyah,50,2002,False,0.854,0.658,9,-6.932,0,0.17,0.154,0.00914,0.102,0.855,137.949,265667,4,2
Alien High - Drums Only,DJ Paul,31,2024,True,0.7,0.881,5,-8.206,0,0.115,0.0227,0.505,0.15,0.824,140.036,101336,4,0
S&M,Rihanna,74,2010,True,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,4,2
Sk8er Boi,Avril Lavigne,0,2002,False,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4,6
Happy,Pharrell Williams,0,2013,False,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,233305,4,2
Human Emotion,Best Not Broken,33,2023,False,0.598,0.727,1,-7.12,1,0.0402,0.00796,0.000132,0.0467,0.627,75.041,189640,4,6
The One That Got Away,Katy Perry,73,2010,False,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,4,0
Bye Bye Bye,*NSYNC,76,2000,False,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400,4,6
Fuck You,CeeLo Green,64,2010,True,0.693,0.879,0,-3.988,1,0.0578,0.193,0.0,0.124,0.753,127.457,223694,4,6
Not Yours,Allocai,46,2023,False,0.66,0.668,0,-7.951,0,0.0261,0.209,6.51e-05,0.272,0.401,134.948,164889,4,5
Die For You - Remix,The Weeknd,79,2023,False,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,232857,4,5
I WANNA HAVE FUN...,Robbie Tripp,33,2023,True,0.755,0.953,2,-3.647,1,0.0602,0.0542,0.0,0.094,0.677,147.039,165419,4,6
Waiting For Love,Avicii,82,2015,False,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4,0
Stronger (What Doesn't Kill You),Kelly Clarkson,77,2011,False,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,221947,4,6
Till the World Ends,Britney Spears,66,2011,False,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,4,0
This Is How We Do,Katy Perry,58,2013,False,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96.0,204285,4,0
Scene,Sicksways,38,2023,False,0.592,0.738,11,-7.556,0,0.302,0.351,0.0,0.088,0.162,129.972,135000,4,0
Drag Me Down,One Direction,82,2015,False,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,5
Here With Me,d4vd,13,2022,False,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485,4,1
FOR REAL,Ku$h Drifter,36,2024,False,0.641,0.76,0,-4.751,1,0.263,0.219,2.84e-06,0.647,0.663,130.148,92308,4,2
Standing Next to You,Jung Kook,92,2023,False,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,206020,4,6
Calm Down (with Selena Gomez),Rema,85,2022,False,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4,5
Gangnam Style (강남스타일),PSY,75,2012,False,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,219493,4,5
Turn It Around,David Rosales,36,2022,False,0.685,0.485,1,-6.755,1,0.0295,0.133,0.0,0.0571,0.873,94.965,194735,4,2
The Only Exception,Paramore,74,2009,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,267653,3,5
Round & Round,Selena Gomez & The Scene,0,2014,False,0.542,0.713,0,-4.059,1,0.0812,0.00301,0.0,0.551,0.513,127.894,185880,4,0
Cool Girl,Tove Lo,0,2016,True,0.671,0.71,9,-6.997,0,0.109,0.335,4.76e-06,0.074,0.233,102.022,199179,4,5
I JUST FEEL TIRED,Ku$h Drifter,34,2024,False,0.416,0.936,9,-3.281,0,0.161,0.768,0.369,0.403,0.462,169.666,96360,3,1
Whistle,Flo Rida,80,2012,False,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,224653,4,5
Don't Let Me Down,The Chainsmokers,82,2016,False,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,0
Rich Girl,Gwen Stefani,71,2004,False,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,236213,4,0
We Can't Stop,Miley Cyrus,81,2013,False,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,4,0
Brave,Sara Bareilles,69,2013,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,4,3
Firework,Katy Perry,58,2010,False,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893,4,0
Kissing Strangers,DNCE,0,2017,True,0.776,0.741,7,-5.804,1,0.041,0.0506,0.0,0.0701,0.854,120.079,202480,4,6
CHAOS,Ku$h Drifter,41,2022,True,0.715,0.965,1,-7.503,1,0.0648,0.178,0.8,0.106,0.367,165.006,93884,4,0
Animals,Maroon 5,82,2014,False,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4,5
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,50,2015,False,0.475,0.606,8,-6.646,1,0.0346,0.247,0.0,0.125,0.282,94.994,252534,4,0
